Year,Island,Population,Mericarp.width,Mericarp.length,Mericarp.upper.spine.size,Mericarp.mass,Number.of.seeds.eaten,Presence.of.lower.spines 
2015,Isabella,TP,3.28,6.15,9.53,0.043,1,1
2015,Isabella,TP,3.17,5.32,8.77,0.043,0,0
2015,Isabella,TP,3.04,5.27,10,0.045,0,0
2015,Isabella,TP,3.54,5.83,8.19,0.054,1,0
2015,Isabella,TP,3.07,6.59,NA,0.031,3,0
2015,Isabella,TP,3.18,4.87,8.6,0.045,0,0
2015,Isabella,TP,4.48,7.5,NA,0.127,1,1
2015,Isabella,TP,3.25,7.1,7.4,0.094,0,0
2015,Isabella,TP,3.14,5.86,11.32,0.071,0,1
2015,Isabella,TP,4.02,6.46,8.42,0.074,0,1
2015,Isabella,TP,3.23,4.47,NA,0.036,0,0
2015,Isabella,TP,3.47,5.53,NA,0.032,4,1
2015,Isabella,TP,3.62,6.2,9.75,0.089,0,0
2015,Isabella,TP,4.45,7.09,NA,0.114,1,1
2015,Isabella,TP,3.57,5.15,9.64,0.062,0,0
2015,Isabella,TP,3.8,6.35,13.31,0.098,0,1
2015,Isabella,TP,3.31,6.04,NA,0.048,0,0
2015,Isabella,TP,3.48,4.99,8.37,0.047,0,0
2015,Isabella,TP,3.55,5.77,8.17,0.066,0,0
2015,Isabella,TP,3.58,5.94,NA,0.04,2,0
2015,Isabella,TP,3.23,4.8,9.67,0.048,0,0
2015,Isabella,TP,3.43,4.84,8.13,0.034,1,0
2015,Isabella,TP,3.71,6.22,10.14,0.094,0,0
2015,Isabella,TP,3.9,7.67,12.11,0.097,1,1
2015,Isabella,TP,3.03,5.75,11.26,0.06,0,1
2015,Isabella,TP,3.15,5.24,5.05,0.028,2,0
2015,Isabella,TP,5.74,9.09,15.52,0.232,0,0
2015,Isabella,TP,2.35,4.22,6.55,0.031,0,1
2015,Isabella,TP,2.81,4.15,NA,0.021,0,0
2015,Isabella,TP,2.78,4.61,NA,0.015,2,0
2015,Isabella,TP,3.41,5.24,7.57,0.059,0,0
2015,Isabella,TP,3.31,5.1,8.82,0.042,0,1
2015,Isabella,TP,3.58,5.07,9.09,0.051,0,0
2015,Isabella,TP,4.06,5.97,8.34,0.05,4,0
2015,Isabella,TP,4.2,7.24,9.46,0.103,0,0
2015,Isabella,TP,2.72,8.13,NA,0.037,0,0
2015,Isabella,TP,2.28,3.44,2.99,0.015,0,1
2015,Isabella,TP,3.36,5.65,9.82,0.05,0,1
2015,Isabella,TP,3.82,4.87,9.97,0.048,0,1
2015,Isabella,TP,2.94,5.09,8.03,0.048,0,0
2015,Isabella,TP,3.28,6.36,NA,0.054,0,0
2015,Isabella,TP,3.25,5.81,7.9,0.03,4,0
2015,Isabella,TP,3.02,4.87,7.16,0.044,0,0
2015,Isabella,TP,2.7,4.11,NA,0.025,0,0
2015,Isabella,TP,2.61,4.93,4.33,0.032,0,0
2015,Isabella,TP,3.66,7.07,NA,0.086,3,0
2015,Isabella,TP,3.43,7.56,9.71,0.117,0,0
2015,Isabella,TP,2.76,4.11,4.51,0.028,0,0
2015,Isabella,TP,3.79,5.86,8.69,0.066,0,0
2015,Isabella,TP,2.83,6.15,NA,0.018,4,0
2015,Isabella,TP,3.37,5.99,9.95,0.064,1,0
2015,Isabella,TP,4.37,5.82,10.98,0.073,0,0
2015,Isabella,TP,3.04,4.91,8.17,0.036,1,0
2015,Isabella,TP,3.63,5.71,11.2,0.07,0,1
2015,Isabella,TP,3.28,6.27,NA,0.024,4,0
2015,Isabella,TP,3.54,7.81,13.26,0.129,0,0
2015,Isabella,TP,3.17,7.27,4.4,0.052,0,0
2015,Isabella,RVS,3.99,7.23,8.76,0.111,0,0
2015,Isabella,RVS,3.41,6.68,9.88,0.082,0,0
2015,Isabella,RVS,3.42,7.33,NA,0.078,0,0
2015,Isabella,RVS,2.51,4.79,7.29,0.031,0,0
2015,Isabella,RVS,3.53,5.31,8.73,0.066,0,0
2015,Isabella,RVS,3.22,4.59,NA,0.031,1,0
2015,Isabella,RVS,3.12,5.75,8.66,0.052,0,0
2015,Isabella,RVS,3.57,5.94,9.08,0.057,0,0
2015,Isabella,RVS,3.41,5.52,NA,0.056,1,0
2015,Isabella,RVS,3.4,6.29,NA,0.055,1,0
2015,Isabella,RVS,3.3,6.18,6.94,0.061,0,0
2015,Isabella,RVS,2.85,5.66,7.82,0.049,0,0
2015,Isabella,RVS,2.79,4.51,NA,0.03,0,0
2015,Isabella,RVS,2.75,5.19,8,0.036,1,0
2015,Isabella,RVS,3.43,5.43,8.12,0.049,0,0
2015,Isabella,RVS,4.98,7.3,11.25,0.127,0,0
2015,Isabella,RVS,3.17,4.99,7.6,0.034,1,1
2015,Isabella,RVS,3.31,4.83,8.93,0.048,1,0
2015,Isabella,RVS,3.53,5.26,NA,0.049,0,0
2015,Isabella,RVS,3.82,5.27,7.05,0.062,0,0
2015,Isabella,RVS,2.98,5.48,NA,0.05,0,0
2015,Isabella,RVS,3.39,5.54,8.76,0.047,1,0
2015,Isabella,RVS,3.34,4.69,7.23,0.054,0,0
2015,Isabella,RVS,3.38,6.5,9.28,0.072,0,0
2015,Isabella,RVS,2.64,4.26,NA,0.037,0,0
2015,Isabella,RVS,3.74,5.88,7.97,0.068,0,0
2015,Isabella,RVS,2.92,4.67,7.38,0.03,0,0
2015,Isabella,RVS,4.03,6.44,11.32,0.101,0,0
2015,Isabella,RVS,2.29,4.1,6.92,0.023,2,0
2015,Isabella,RVS,3.27,6.22,5.67,0.023,5,0
2015,Isabella,RVS,3.1,4.78,7.75,0.038,0,0
2015,Isabella,RVS,3.48,6.55,NA,0.079,0,0
2015,Isabella,RVS,4.12,5.31,9.92,0.067,0,0
2015,Isabella,RVS,3.22,5.01,6.76,0.046,0,0
2015,Isabella,RVS,3.26,5.35,NA,0.031,4,0
2015,Isabella,RVS,2.35,4.87,6.67,0.027,1,0
2015,Isabella,RVS,3.52,6.42,NA,0.062,0,0
2015,Isabella,RVS,2.94,4.86,8.04,0.04,0,0
2015,Isabella,RVS,3.11,5.04,7.2,0.045,0,0
2015,Isabella,RVS,2.97,5.41,7.29,0.052,0,1
2015,Isabella,RVS,2.95,5.54,7.31,0.043,0,0
2015,Isabella,RVS,3.2,7.09,8.13,0.079,0,0
2015,Isabella,RVS,3.74,7.92,NA,0.077,1,0
2015,Isabella,RVS,3.57,5.01,8.47,0.056,0,0
2015,Isabella,RVS,2.89,6.15,NA,0.041,0,0
2015,Isabella,RVS,3.53,6.32,NA,0.052,0,0
2015,Isabella,RVS,3.71,3.73,NA,0.078,1,0
2015,Isabella,RVS,3.31,8.31,NA,0.078,1,0
2015,Isabella,RVS,3.04,5.06,NA,0.034,1,0
2015,Isabella,RVS,3.71,8.16,7.8,0.112,0,0
2015,Isabella,RVS,2.35,5.32,NA,0.028,0,0
2015,Isabella,RVS,3.9,7.41,NA,0.089,0,0
2015,Isabella,RVS,3.63,7.25,7.95,0.066,0,0
2015,Isabella,RVS,2.91,5.3,NA,0.031,0,0
2015,Isabella,RVS,3.41,5.5,9.92,0.056,1,0
2015,Isabella,RVS,4.22,6.26,9.23,0.092,0,0
2015,Isabella,RVS,2.42,5.16,6.44,0.038,0,0
2015,Isabella,RVS,2.64,4.69,NA,0.03,2,0
2015,Isabella,RVS,2.4,4.85,6.9,0.028,1,0
2015,Isabella,RVS,4.06,5.15,NA,0.064,1,0
2015,Isabella,RVS,2.47,4.93,NA,0.03,0,0
2015,Isabella,RVS,2.58,4.79,6.16,0.034,0,0
2015,Isabella,RVS,2.74,5.57,7.54,0.051,1,0
2015,Isabella,RVS,3.02,5.94,6.72,0.06,0,0
2015,Isabella,RVS,2.84,4.35,8.8,0.032,0,0
2015,Isabella,RVS,4.2,3.86,7.27,0.092,0,0
2015,Isabella,RVS,2.4,5.78,NA,0.038,1,0
2015,Isabella,RVS,3.58,5.16,10.39,0.025,3,0
2015,Isabella,RVS,3.05,6.09,NA,0.065,0,0
2015,Isabella,RVS,2.98,5.07,7.53,0.039,1,0
2015,Isabella,RVS,3.33,4.48,NA,0.039,1,1
2015,Isabella,RVS,2.42,4.74,6.68,0.027,0,0
2015,Isabella,RVS,4.07,5.11,7.89,0.058,0,0
2015,Isabella,RVS,2.73,5.19,7.6,0.029,1,0
2015,Isabella,RVS,3.34,5.24,10.12,0.06,0,0
2015,Isabella,RVS,2.71,5.25,7.94,0.043,1,0
2015,Isabella,RVS,3,6.62,NA,0.047,0,0
2015,Isabella,RVS,3.28,6.5,NA,0.056,0,0
2015,Isabella,RVS,3.53,7.2,NA,0.098,0,0
2015,Isabella,RVS,2.72,4.59,NA,0.029,0,0
2015,Isabella,RVS,2.88,3.78,NA,0.013,3,0
2015,Isabella,RVS,3.94,8.21,NA,0.095,0,0
2015,Isabella,RVS,3.33,6.08,6.69,0.057,0,0
2015,Isabella,RVS,3.12,6.43,NA,0.048,0,0
2015,Isabella,RVS,3.07,5.95,8.34,0.056,0,0
2015,Isabella,RVS,3.46,7.03,9.07,0.094,0,0
2015,Isabella,RVS,3,5.01,7.41,0.033,4,0
2015,Isabella,RVS,3.94,6.12,11.04,0.07,1,0
2015,Isabella,RVS,3.74,6.08,9.11,0.089,0,0
2015,Isabella,RVS,2.49,5.27,5.99,0.041,0,0
2015,Isabella,RVS,3.11,6.26,NA,0.047,1,0
2015,Isabella,RVS,4.72,6.77,10.55,0.109,0,0
2015,Isabella,RVS,3.47,6.87,NA,0.085,0,0
2015,Isabella,RVS,2.71,5.06,6.95,0.038,1,0
2015,Isabella,RVS,3.78,6.24,7.11,0.065,0,0
2015,Isabella,RVS,3.37,6.62,9.86,0.084,0,0
2015,Isabella,RVS,3.36,5.62,9.5,0.07,0,0
2015,Isabella,RVS,3.2,5.8,9.41,0.061,0,0
2015,Isabella,RVS,2.95,5.51,7.28,0.035,2,0
2015,Isabella,RVS,3.25,5.55,9.23,0.046,0,0
2015,San.Cristobal,USFQ,3.73,8.29,15.73,0.151,0,1
2015,San.Cristobal,USFQ,3.22,6.19,9.3,0.073,0,1
2015,San.Cristobal,USFQ,3.7,6.66,NA,0.068,2,1
2015,San.Cristobal,USFQ,3.58,6.04,NA,0.067,0,1
2015,San.Cristobal,USFQ,2.71,6.3,NA,0.055,0,1
2015,San.Cristobal,USFQ,5.18,9.11,NA,0.17,1,0
2015,San.Cristobal,USFQ,3.47,7.35,13.49,0.066,0,1
2015,San.Cristobal,USFQ,3.54,6.51,NA,0.076,1,1
2015,San.Cristobal,USFQ,3.5,6.1,NA,0.082,1,1
2015,San.Cristobal,USFQ,3.67,6.88,10.71,0.072,1,1
2015,San.Cristobal,USFQ,3.33,7.13,NA,0.082,0,1
2015,San.Cristobal,USFQ,3.1,6.34,13.25,0.074,0,1
2015,San.Cristobal,USFQ,3.29,6.26,11.42,0.072,0,1
2015,San.Cristobal,USFQ,4.57,7.37,NA,0.053,0,0
2015,San.Cristobal,USFQ,2.96,7.3,NA,0.073,0,0
2015,San.Cristobal,USFQ,2.73,6.64,12.6,0.064,0,0
2015,San.Cristobal,USFQ,3.56,7.37,NA,0.051,3,0
2015,San.Cristobal,USFQ,3.08,6.4,12.06,0.089,0,1
2015,San.Cristobal,USFQ,3.38,6.41,9.74,0.076,0,1
2015,San.Cristobal,USFQ,3.2,7.36,12.96,0.102,0,1
2015,San.Cristobal,USFQ,3.44,6.49,NA,0.072,0,1
2015,San.Cristobal,USFQ,3.22,6.47,NA,0.035,3,0
2015,San.Cristobal,USFQ,4.42,7.07,12.04,0.106,1,1
2015,San.Cristobal,USFQ,3.26,6.73,NA,0.06,2,1
2015,San.Cristobal,USFQ,3.51,6.96,NA,0.065,0,1
2015,San.Cristobal,USFQ,3.95,7.76,11.79,0.107,1,0
2015,San.Cristobal,USFQ,3.72,5.81,NA,0.059,4,1
2015,San.Cristobal,USFQ,2.8,6.49,12.89,0.075,0,1
2015,San.Cristobal,USFQ,2.49,6.58,13.84,0.072,0,1
2015,San.Cristobal,USFQ,2.82,6.04,NA,0.05,0,1
2015,San.Cristobal,USFQ,4.05,6.15,NA,0.058,2,1
2015,San.Cristobal,USFQ,3.44,8.31,13.32,0.099,0,1
2015,San.Cristobal,USFQ,3.86,6.56,9.49,0.071,1,1
2015,San.Cristobal,USFQ,3.91,7.03,NA,0.101,1,1
2015,San.Cristobal,USFQ,3.37,5.25,6.91,0.036,1,0
2015,San.Cristobal,USFQ,2.99,5.97,NA,0.045,1,0
2015,San.Cristobal,USFQ,2.91,6.23,NA,0.07,0,0
2015,San.Cristobal,USFQ,2.83,6.21,NA,0.027,3,0
2015,San.Cristobal,USFQ,3.69,6.16,NA,0.052,2,1
2015,San.Cristobal,USFQ,2.84,6.1,8.67,0.057,2,1
2015,San.Cristobal,USFQ,3.81,6.96,NA,0.083,0,1
2015,San.Cristobal,USFQ,3.72,6.78,11.77,0.08,1,1
2015,San.Cristobal,USFQ,3.69,7.49,NA,0.098,2,0
2015,San.Cristobal,USFQ,4.58,8.28,9.68,0.13,1,0
2015,San.Cristobal,USFQ,3.1,6.44,10.41,0.054,0,0
2015,San.Cristobal,USFQ,3.17,7.35,12.47,0.095,0,1
2015,San.Cristobal,USFQ,3.04,6.02,8.81,0.042,2,0
2015,San.Cristobal,USFQ,2.67,4.77,8.82,0.024,1,0
2015,San.Cristobal,USFQ,2.9,6.39,9.89,0.062,1,1
2015,San.Cristobal,USFQ,2.99,5.98,NA,0.064,0,1
2015,San.Cristobal,USFQ,3.56,6.51,NA,0.063,2,0
2015,San.Cristobal,USFQ,2.99,5.58,9.1,0.055,0,1
2015,San.Cristobal,USFQ,2.97,5.84,NA,0.04,3,0
2015,San.Cristobal,USFQ,2.91,6.56,NA,0.042,3,0
2015,San.Cristobal,USFQ,3.06,6,8.5,0.059,0,1
2015,San.Cristobal,USFQ,1.99,4.47,5.28,0.024,0,1
2015,San.Cristobal,USFQ,3.29,6,NA,0.043,0,0
2015,San.Cristobal,USFQ,3.53,6.43,NA,0.064,1,0
2015,San.Cristobal,USFQ,3.53,6.9,NA,0.05,4,1
2015,San.Cristobal,USFQ,3.56,6.52,7.78,0.056,3,1
2015,San.Cristobal,USFQ,2.52,6.44,10.12,0.055,0,1
2015,San.Cristobal,USFQ,3.46,7.61,NA,0.073,0,1
2015,San.Cristobal,USFQ,3.62,7.12,10.31,0.1,1,1
2015,San.Cristobal,USFQ,3.31,6.55,NA,0.053,4,1
2015,San.Cristobal,USFQ,2.8,5.25,NA,0.039,0,1
2015,San.Cristobal,USFQ,3.29,6.45,NA,0.053,2,0
2015,San.Cristobal,USFQ,3.29,6.31,NA,0.046,3,1
2015,San.Cristobal,USFQ,2.97,5.47,10.16,0.04,0,0
2015,San.Cristobal,USFQ,2.66,5.31,NA,0.036,0,1
2015,San.Cristobal,USFQ,3.87,5.72,NA,0.06,0,0
2015,San.Cristobal,USFQ,4.02,7.45,NA,0.109,1,0
2015,San.Cristobal,USFQ,3.56,6.3,NA,0.057,4,1
2015,San.Cristobal,USFQ,2.68,7.02,NA,0.072,0,1
2015,San.Cristobal,USFQ,3.78,5.02,NA,0.045,1,1
2015,San.Cristobal,USFQ,3.63,4.59,NA,0.034,3,0
2015,San.Cristobal,USFQ,4.19,8.94,12.19,0.132,1,1
2015,San.Cristobal,USFQ,3.16,7.6,13.32,0.101,0,1
2015,San.Cristobal,USFQ,2.85,5.24,NA,0.036,0,1
2015,San.Cristobal,USFQ,4.16,7.2,11.42,0.095,1,1
2015,San.Cristobal,USFQ,2.74,6.29,NA,0.037,0,1
2015,San.Cristobal,USFQ,2.57,6.23,NA,0.047,0,0
2015,San.Cristobal,USFQ,3.97,8,10.62,0.093,1,1
2015,San.Cristobal,USFQ,3.67,7.47,12.28,0.093,1,1
2015,San.Cristobal,USFQ,3.23,7.41,NA,0.106,0,1
2015,San.Cristobal,USFQ,3.02,6.33,11.33,0.068,0,1
2015,San.Cristobal,USFQ,3.16,6.55,8.52,0.063,2,1
2015,San.Cristobal,USFQ,3.6,6.78,NA,0.055,4,0
2015,San.Cristobal,USFQ,3.4,4.81,NA,0.04,2,1
2015,San.Cristobal,USFQ,3.48,6.27,11.75,0.063,0,1
2015,San.Cristobal,USFQ,3.58,6.02,NA,0.059,1,1
2015,San.Cristobal,USFQ,2.85,5.73,NA,0.047,0,1
2015,San.Cristobal,USFQ,3.23,6.53,NA,0.06,2,1
2015,San.Cristobal,USFQ,3.75,7.9,NA,0.115,1,0
2015,San.Cristobal,USFQ,2.74,4.8,NA,0.028,3,1
2015,San.Cristobal,USFQ,2.51,6.62,10.61,0.064,0,1
2015,San.Cristobal,USFQ,3.34,7.09,7.12,0.07,3,0
2015,San.Cristobal,USFQ,3.94,6.27,NA,0.07,1,1
2015,San.Cristobal,USFQ,2.75,5.55,NA,0.038,3,0
2015,San.Cristobal,USFQ,3.38,6.89,NA,0.071,0,0
2015,San.Cristobal,USFQ,3.93,6.04,NA,0.054,4,1
2015,San.Cristobal,LB2,3.17,7.51,8.77,0.064,1,0
2015,San.Cristobal,LB2,3.86,7.77,9.73,0.049,1,0
2015,San.Cristobal,LB2,4.29,7.25,NA,0.058,0,0
2015,San.Cristobal,LB2,3.73,7.4,8.55,0.062,3,0
2015,San.Cristobal,LB2,3.48,6.79,9.28,0.049,3,0
2015,San.Cristobal,LB2,3.85,7.54,9.78,0.048,3,0
2015,San.Cristobal,LB2,3.33,6.37,9.74,0.048,3,0
2015,San.Cristobal,LB2,3.71,6.41,NA,0.056,1,0
2015,San.Cristobal,LB2,3.32,7.29,NA,0.088,0,0
2015,San.Cristobal,LB2,3.51,8.81,11.32,0.106,1,1
2015,San.Cristobal,LB2,3.01,7.43,10,0.081,2,1
2015,San.Cristobal,LB2,2.75,7.34,11.79,0.058,1,1
2015,San.Cristobal,LB2,3.65,7.23,9.93,0.045,1,0
2015,San.Cristobal,LB2,3.26,6.74,NA,0.041,2,0
2015,San.Cristobal,LB2,3.57,6.69,NA,0.034,4,0
2015,San.Cristobal,LB2,2.76,6.74,8.46,0.064,0,1
2015,San.Cristobal,LB2,3.78,7.87,8.83,0.063,3,0
2015,San.Cristobal,LB2,3.1,7.45,NA,0.082,1,1
2015,San.Cristobal,LB2,2.93,5.94,9.59,0.054,1,1
2015,San.Cristobal,LB2,4.55,8.54,NA,0.087,3,0
2015,San.Cristobal,LB2,2.99,5.51,9.78,0.053,2,1
2015,San.Cristobal,LB2,2.46,5.25,9.28,0.02,3,0
2015,San.Cristobal,LB2,4.21,8.47,NA,0.074,2,0
2015,San.Cristobal,LB2,3.75,7.48,9.93,0.07,0,0
2015,San.Cristobal,LB2,3.92,8.17,10.92,0.083,1,0
2015,San.Cristobal,LB2,3.52,6.94,10.94,0.044,2,0
2015,San.Cristobal,LB2,5.04,8.3,11.41,0.086,1,0
2015,San.Cristobal,LB2,4.16,7.93,NA,0.055,4,0
2015,San.Cristobal,LB2,2.51,6.22,7.82,0.043,2,1
2015,San.Cristobal,LB2,3.73,6.56,NA,0.087,0,1
2015,San.Cristobal,LB2,2.79,5.6,11.06,0.048,0,1
2015,San.Cristobal,LB2,3.09,6.79,10.85,0.073,0,1
2015,San.Cristobal,LB2,2.09,4.88,NA,0.035,0,1
2015,San.Cristobal,LB2,3.07,8.21,NA,0.04,3,0
2015,San.Cristobal,LB2,4.58,8.89,10.12,0.1,0,0
2015,San.Cristobal,LB2,3.65,7.88,9,0.055,4,0
2015,San.Cristobal,LB2,3.73,8.63,NA,0.107,1,1
2015,San.Cristobal,LB2,3.44,7.64,10.5,0.101,0,1
2015,San.Cristobal,LB2,3.44,7.96,NA,0.04,4,0
2015,San.Cristobal,LB2,3.28,7.28,10.03,0.056,2,0
2015,San.Cristobal,LB2,3.5,6.99,NA,0.057,2,0
2015,San.Cristobal,LB2,3.9,7.99,NA,0.062,1,0
2015,San.Cristobal,LB2,4.15,6.71,7.05,0.038,2,0
2015,San.Cristobal,LB2,3.66,6.59,10.48,0.072,0,1
2015,San.Cristobal,LB2,3.32,7.14,10.14,0.049,2,0
2015,San.Cristobal,LB2,3.64,7.8,NA,0.074,1,0
2015,San.Cristobal,LB2,2.92,7.24,10.46,0.073,0,1
2015,San.Cristobal,LB2,2.85,6.65,10.42,0.066,0,1
2015,San.Cristobal,LB2,3.15,7.5,12.96,0.082,0,1
2015,San.Cristobal,LB2,2.32,4.92,9.86,0.029,1,1
2015,San.Cristobal,LB2,3.02,6.4,NA,0.045,2,0
2015,San.Cristobal,LB2,3.46,7.32,13.67,0.082,0,1
2015,San.Cristobal,LB2,3.14,5.98,NA,0.058,1,1
2015,San.Cristobal,LB2,2.97,8.21,12.16,0.088,0,1
2015,San.Cristobal,LB2,3.09,7.36,NA,0.04,2,0
2015,San.Cristobal,LB2,3.32,7.76,10.05,0.108,1,1
2015,San.Cristobal,LB2,3.06,6.64,11.77,0.083,0,1
2015,San.Cristobal,LB2,4.15,8.36,NA,0.09,2,0
2015,San.Cristobal,LB2,3.54,8.39,NA,0.099,1,1
2015,San.Cristobal,LB2,3.51,7.92,7.82,0.033,3,0
2015,San.Cristobal,LB2,3.73,6.47,7.55,0.031,2,0
2015,San.Cristobal,LB2,2.43,5.14,8.8,0.028,0,1
2015,San.Cristobal,LB2,2.51,6.18,10.5,0.017,3,1
2015,San.Cristobal,LB2,3.76,5.45,10.37,0.043,2,0
2015,San.Cristobal,LB2,3.86,6.57,NA,0.077,0,1
2015,San.Cristobal,LB2,3.6,6.85,8.31,0.051,3,0
2015,San.Cristobal,LB2,2.78,6.99,7.56,0.073,0,1
2015,San.Cristobal,LB2,3.02,4.8,NA,0.017,2,0
2015,San.Cristobal,LB2,3.73,7.33,6.39,0.053,3,0
2015,San.Cristobal,LB2,3.57,6.9,NA,0.041,3,0
2015,San.Cristobal,LB2,2.42,5.18,6.77,0.024,2,0
2015,San.Cristobal,LB2,4.01,7.72,9.55,0.065,3,0
2015,San.Cristobal,LB2,3.05,5.46,NA,0.028,2,0
2015,San.Cristobal,LB2,3.46,5.99,7,0.043,1,1
2015,San.Cristobal,LB2,2.7,5.1,6.89,0.032,0,1
2015,San.Cristobal,LB2,4.38,8.46,NA,0.067,0,0
2015,San.Cristobal,LB2,2.91,7.05,NA,0.075,1,1
2015,San.Cristobal,LB2,3.82,10.07,NA,0.037,3,0
2015,San.Cristobal,LB2,3.81,7.37,9.97,0.039,4,0
2015,San.Cristobal,LB2,2.76,6.35,NA,0.049,2,0
2015,San.Cristobal,LB2,3.01,7.56,9.22,0.041,2,0
2015,San.Cristobal,LB2,3.61,7.55,7.2,0.058,2,0
2015,San.Cristobal,LB2,2.94,6.51,NA,0.038,2,0
2015,San.Cristobal,LB2,2.36,4.71,7.5,0.029,0,1
2015,San.Cristobal,LB2,3.59,7.06,10.89,0.074,1,1
2015,San.Cristobal,LB2,3.01,8.23,10.49,0.055,2,0
2015,San.Cristobal,LB2,3.99,7.54,NA,0.067,3,0
2015,San.Cristobal,LB2,3.23,6.8,7.63,0.081,0,1
2015,San.Cristobal,LB2,2.97,5.72,NA,0.039,1,0
2015,San.Cristobal,LB2,2.15,6.02,NA,0.03,1,1
2015,San.Cristobal,LB2,2.7,5.85,4.88,0.028,3,0
2015,San.Cristobal,LB2,3.15,5.81,7.46,0.015,1,0
2015,San.Cristobal,LB2,3.3,6.77,NA,0.04,2,0
2015,San.Cristobal,LB2,2.52,6.13,8.14,0.024,2,0
2015,San.Cristobal,LB2,1.93,4.15,4.78,0.02,0,0
2015,San.Cristobal,LB2,4.58,8.58,9.69,0.093,3,0
2015,San.Cristobal,LB2,3.37,6.09,10.69,0.071,0,1
2015,San.Cristobal,LB2,2.51,6.46,7.88,0.051,0,1
2015,San.Cristobal,LB2,3.68,7.37,NA,0.064,1,1
2015,San.Cristobal,LB2,3.26,7.14,NA,0.032,3,0
2015,San.Cristobal,RLB,3.76,7.24,12.66,0.072,1,0
2015,San.Cristobal,RLB,3.29,6.03,10.81,0.054,2,0
2015,San.Cristobal,RLB,3.49,7.09,10.27,0.038,4,0
2015,San.Cristobal,RLB,3.81,6.49,NA,0.039,4,0
2015,San.Cristobal,RLB,3.57,7.5,10.9,0.081,1,0
2015,San.Cristobal,RLB,3.54,6.02,9.57,0.048,0,0
2015,San.Cristobal,RLB,2.92,4.95,NA,0.032,2,0
2015,San.Cristobal,RLB,3.5,7.31,10.48,0.078,0,0
2015,San.Cristobal,RLB,3.52,7.2,9.44,0.04,4,0
2015,San.Cristobal,RLB,3.36,7.17,6.67,0.04,4,0
2015,San.Cristobal,RLB,3.72,7.34,NA,0.041,4,0
2015,San.Cristobal,RLB,3.44,6.94,10.52,0.048,2,0
2015,San.Cristobal,RLB,3.57,7.74,9.77,0.059,2,0
2015,San.Cristobal,RLB,3.07,7.23,NA,0.059,1,0
2015,San.Cristobal,RLB,3.29,5.98,8.33,0.045,1,0
2015,San.Cristobal,RLB,2.9,6.92,9.77,0.041,1,0
2015,San.Cristobal,RLB,3.93,8.31,10.25,0.097,1,0
2015,San.Cristobal,RLB,4.21,7.45,10.63,0.08,0,0
2015,San.Cristobal,RLB,3.87,7.39,NA,0.053,2,0
2015,San.Cristobal,RLB,3.21,6.78,10.3,0.059,1,0
2015,San.Cristobal,RLB,3.36,6.66,10.21,0.071,1,0
2015,San.Cristobal,RLB,2.86,6.35,9.83,0.028,2,0
2015,San.Cristobal,RLB,3.03,5.98,NA,0.027,3,0
2015,San.Cristobal,RLB,2.99,7.24,10.55,0.058,1,0
2015,San.Cristobal,RLB,4.25,8.89,NA,0.11,2,0
2015,San.Cristobal,RLB,3.78,5.96,NA,0.051,1,0
2015,San.Cristobal,RLB,3.79,7.17,NA,0.046,4,0
2015,San.Cristobal,RLB,3.59,7.47,10.97,0.09,1,0
2015,San.Cristobal,RLB,3.9,6.96,NA,0.038,4,0
2015,San.Cristobal,RLB,3.61,8.71,NA,0.05,5,0
2015,San.Cristobal,RLB,3.05,5.64,10.75,0.034,4,0
2015,San.Cristobal,RLB,3.25,6.16,10.64,0.028,2,0
2015,San.Cristobal,RLB,3.48,7.88,11.31,0.099,0,0
2015,San.Cristobal,RLB,3.01,6.16,NA,0.028,3,0
2015,San.Cristobal,RLB,3.89,6.23,7.51,0.062,1,0
2015,San.Cristobal,RLB,3.59,7.16,11.04,0.079,0,0
2015,San.Cristobal,RLB,1.96,4.74,9.02,0.026,1,0
2015,San.Cristobal,RLB,3.96,7.8,9.38,0.098,1,0
2015,San.Cristobal,RLB,2.9,6.29,10.1,0.052,1,0
2015,San.Cristobal,RLB,3.45,7.44,NA,0.078,0,0
2015,San.Cristobal,RLB,3.77,8.42,10.35,0.097,1,0
2015,San.Cristobal,RLB,3.22,6.85,9.15,0.043,3,0
2015,San.Cristobal,RLB,2.79,5.69,NA,0.018,3,0
2015,San.Cristobal,RLB,2.94,5.76,7.86,0.018,3,0
2015,San.Cristobal,RLB,3.72,7.85,9.79,0.086,0,0
2015,San.Cristobal,RLB,3.27,6.41,10.08,0.057,0,0
2015,San.Cristobal,RLB,3.59,7.18,NA,0.035,4,0
2015,San.Cristobal,RLB,4.03,7.69,11.94,0.076,1,0
2015,San.Cristobal,RLB,4.11,9.16,11.37,0.074,5,0
2015,San.Cristobal,RLB,3.5,5.69,NA,0.024,4,0
2015,San.Cristobal,RLB,3.19,5.95,NA,0.032,3,0
2015,San.Cristobal,RLB,3.27,7.84,NA,0.072,1,0
2015,San.Cristobal,RLB,3.13,6.28,NA,0.031,2,0
2015,San.Cristobal,RLB,3.32,7.54,10.44,0.056,1,0
2015,San.Cristobal,RLB,3.22,7.96,11.92,0.081,1,0
2015,San.Cristobal,RLB,2.73,5.35,5.52,0.021,3,0
2015,San.Cristobal,RLB,3.45,7.9,10.68,0.062,3,0
2015,San.Cristobal,RLB,3.27,5.97,NA,0.028,4,0
